"Bill_id","Bill_description","Patron_id","Patron_name","Last_house_committee_id","Last_house_action","Last_house_action_date","Last_senate_committee_id","Last_senate_action","Last_senate_action_date","Last_conference_action","Last_conference_action_date","Last_governor_action","Last_governor_action_date","Emergency","Passed_house","Passed_senate","Passed","Failed","Carried_over","Approved","Vetoed","Full_text_doc1","Full_text_date1","Full_text_doc2","Full_text_date2","Full_text_doc3","Full_text_date3","Full_text_doc4","Full_text_date4","Full_text_doc5","Full_text_date5","Full_text_doc6","Full_text_date6","Last_house_actid","Last_senate_actid","Last_conference_actid","Last_governor_actid","Chapter_id","Introduction_date","Last_actid"
"HB241","Students who are English language learners; BOE to consider certain assessment.","H148","Lingamfelter","H09","Enrolled Bill communicated to Governor on 3/11/16","03/11/16","S04","Signed by President","03/10/16","","","Approved by Governor-Chapter 516 (effective 7/1/16)","03/28/16","N","Y","Y","Y","N","N","Y","N","HB241","12/29/15","HB241H1","02/03/16","HB241ER","03/08/16","","","","","","","H7010","S5620","","G7050","","12/29/15","G7050"
"HB242","Virginia Preschool Initiative; local matching funds.","H148","Lingamfelter","H02","Left in Appropriations","02/18/16","","","","","","","","N","N","N","N","Y","N","N","N","HB242","12/29/15","","","","","","","","","","","H0294","","","","","12/29/15","H0294"
"HB243","Passing stopped school buses; mailing of summons.","H240","Minchew","H19","Tabled in Transportation","01/26/16","","","","","","","","N","N","N","N","Y","N","N","N","HB243","12/29/15","","","","","","","","","","","H1998","","","","","12/29/15","H1998"
"HB244","Nuisance; property where breach of peace recurs.","H173","Ward","H08","Stricken from docket by Courts of Justice","02/10/16","","","","","","","","N","N","N","N","Y","N","N","N","HB244","12/30/15","","","","","","","","","","","H0893","","","","","12/30/15","H0893"
"HB245","Keeper of the Rolls; authority to correct errors in legislation.","H21","Cox","H20","Enrolled Bill communicated to Governor on 02/25/16","02/25/16","S10","Signed by President","02/25/16","","","Acts of Assembly Chapter text (CHAP0188)","03/01/16","N","Y","Y","Y","N","N","Y","N","HB245","12/30/15","HB245ER","02/24/16","CHAP0188","03/01/16","","","","","","","H7010","S5620","","G9998","CHAP0188","12/30/15","G9998"
"HB246","Discovery in criminal cases; duty to provide.","H142","Cole","H08","Left in Courts of Justice","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB246","12/30/15","","","","","","","","","","","H0894","","","","","12/30/15","H0894"
"HB247","Voter referendum; independent redistricting commission.","H173","Ward","H18","Left in Privileges and Elections","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB247","12/30/15","","","","","","","","","","","H1894","","","","","12/30/15","H1894"
"HB248","Financial exploitation of adults; documentation referred to local law-enforcement agency.","H240","Minchew","H02","Enrolled Bill communicated to Governor on 3/7/16","03/07/16","S09","Signed by President","03/05/16","","","Acts of Assembly Chapter text reprinted (CHAP0408)","03/11/16","N","Y","Y","Y","N","N","Y","N","HB248","12/30/15","HB248E","02/11/16","HB248ER","03/02/16","CHAP0408","03/11/16","","","","","H7010","S5620","","G9999","CHAP0408","12/30/15","G9999"
"HB249","National Guard; recruitment and application policies, female applicants.","H57","Marshall, R.G.","H15","Left in Militia, Police and Public Safety","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB249","12/30/15","","","","","","","","","","","H1594","","","","","12/30/15","H1594"
"HB250","Consumer loans; interest rate limits and lending practices.","H240","Minchew","H14","Left in Commerce and Labor","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB250","12/30/15","","","","","","","","","","","H1494","","","","","12/30/15","H1494"
"HB251","Cover sheets; multiple deeds or instruments concerning the same interest in real property.","H240","Minchew","H08","Continued to 2017 in Courts of Justice","02/03/16","","","","","","","","N","N","N","N","N","Y","N","N","HB251","12/30/15","","","","","","","","","","","H0840","","","","","12/30/15","H0840"
"HB252","Assistant speech-language pathologists; duties, report.","H222","Kory","H12","Enrolled Bill communicated to Governor on 2/25/16","02/25/16","S04","Signed by President","02/25/16","","","Acts of Assembly Chapter text (CHAP0077)","03/01/16","N","Y","Y","Y","N","N","Y","N","HB252","12/30/15","HB252H1","01/26/16","HB252H2","02/03/16","HB252ER","02/24/16","CHAP0077","03/01/16","","","H7010","S5620","","G9998","CHAP0077","12/30/15","G9998"
"HB253","Local license tax and state contractor's license; certificate of workers' compensation compliance.","H240","Minchew","H11","Continued to 2017 in General Laws","02/09/16","","","","","","","","N","N","N","N","N","Y","N","N","HB253","12/30/15","","","","","","","","","","","H1140","","","","","12/30/15","H1140"
"HB254","House of Delegates districts; technical adjustment.","H142","Cole","H18","Required 66 affirmative votes to override the Governor's Veto","02/29/16","S08","Signed by President","02/16/16","","","Vetoed by Governor","02/24/16","N","Y","Y","Y","N","N","N","Y","HB254","12/30/15","HB254ER","02/16/16","","","","","","","","","H4000","S5620","","G7900","","12/30/15","H4000"
"HB255","Health insurance; coverage for mental health and substance abuse disorders.","H218","Greason","H14","Left in Commerce and Labor","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB255","12/30/15","","","","","","","","","","","H1494","","","","","12/30/15","H1494"
"HB256","Relief; Robert Scott.","H207","McQuinn","H02","Enrolled Bill communicated to Governor on 3/9/2016","03/09/16","S05","Signed by President","03/09/16","","","Approved by Governor-Chapter 602 (effective 4/1/16)","04/01/16","Y","Y","Y","Y","N","N","Y","N","HB256","12/30/15","HB256ER","03/07/16","","","","","","","","","H7010","S5620","","G7050","","12/30/15","G7050"
"HB257","Fire or rescue volunteers; mental health treatment; funding by locality.","H261","LaRock","H07","Left in Counties, Cities and Towns","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB257","12/31/15","","","","","","","","","","","H0794","","","","","12/31/15","H0794"
"HB258","Form of ballot; party identification of candidates.","H261","LaRock","H18","Left in Privileges and Elections","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB258","12/31/15","","","","","","","","","","","H1894","","","","","12/31/15","H1894"
"HB259","SOL; Bd. of Education prohibited from adopting revisions that implement Common Core State Standards.","H261","LaRock","H09","Requires 66 affirmative votes to override Governor's veto","03/08/16","S04","Signed by President","02/25/16","","","Vetoed by Governor","03/01/16","N","Y","Y","Y","N","N","N","Y","HB259","12/31/15","HB259ER","02/24/16","","","","","","","","","H4000","S5620","","G7900","","12/31/15","H4000"
"HB260","Firearms; law-enforcement certification of transfer.","H261","LaRock","H15","Stricken from docket by Militia, Police and Public Safety","01/29/16","","","","","","","","N","N","N","N","Y","N","N","N","HB260","12/31/15","","","","","","","","","","","H1593","","","","","12/31/15","H1593"
"HB261","Armed Forces of U.S. or Va. National Guard, former members; provisional teaching licenses.","H248","Yancey","H09","Enrolled Bill communicated to Governor on 3/7/2016","03/07/16","S04","Signed by President","03/05/16","","","Acts of Assembly Chapter text reprinted (CHAP0389)","03/11/16","N","Y","Y","Y","N","N","Y","N","HB261","12/31/15","HB261ER","03/02/16","CHAP0389","03/11/16","","","","","","","H7010","S5620","","G9999","CHAP0389","12/31/15","G9999"
"HB262","Wildlife; manufacture and sale of products made from parts.","H148","Lingamfelter","H01","Enrolled Bill communicated to Governor on 02/25/16","02/25/16","S01","Signed by President","02/25/16","","","Acts of Assembly Chapter text (CHAP0121)","03/01/16","N","Y","Y","Y","N","N","Y","N","HB262","12/31/15","HB262H1","02/03/16","HB262ER","02/24/16","CHAP0121","03/01/16","","","","","H7010","S5620","","G9998","CHAP0121","12/31/15","G9998"
"HB263","Western Virginia Public Education Consortium; decreases membership.","H204","Poindexter","H09","Enrolled Bill communicated to Governor on 2/29/16","02/29/16","S04","Signed by President","02/26/16","","","Acts of Assembly Chapter text (CHAP0232)","03/04/16","N","Y","Y","Y","N","N","Y","N","HB263","12/31/15","HB263ER","02/25/16","CHAP0232","03/04/16","","","","","","","H7010","S5620","","G9998","CHAP0232","12/31/15","G9998"
"HB264","Local government; prohibiting certain practices requiring contractors to provide compensation, etc.","H257","Davis","H11","Enrolled Bill communicated to Governor on 3/4/16","03/04/16","S12","Signed by President","03/03/16","","","Vetoed by Governor","03/11/16","N","Y","Y","Y","N","N","N","Y","HB264","12/31/15","HB264E","02/12/16","HB264ER","02/29/16","","","","","","","H7010","S5620","","G7900","","12/31/15","G7900"
"HB265","Charter schools, public; amount appropriated to local school boards.","H257","Davis","H09","Left in Education","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB265","12/31/15","","","","","","","","","","","H0994","","","","","12/31/15","H0994"
"HB266","Law libraries; assessment as part of cost in civil actions.","H257","Davis","H08","Left in Courts of Justice","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB266","12/31/15","","","","","","","","","","","H0894","","","","","12/31/15","H0894"
"HB267","Length of vehicle combinations; clarification of provision limiting vehicles coupled with another.","H150","Marshall, D.W.","H19","Enrolled Bill communicated to Governor on 2/25/16","02/25/16","S11","Signed by President","02/25/16","","","Acts of Assembly Chapter text (CHAP0122)","03/01/16","N","Y","Y","Y","N","N","Y","N","HB267","12/31/15","HB267ER","02/24/16","CHAP0122","03/01/16","","","","","","","H7010","S5620","","G9998","CHAP0122","12/31/15","G9998"
"HB268","Land Bank Entities Act; established.","H150","Marshall, D.W.","H07","Enrolled Bill communicated to Governor on 3/7/2016","03/07/16","S05","Passed Senate (39-Y 0-N)","02/26/16","","","Acts of Assembly Chapter text reprinted (CHAP0383)","03/11/16","N","Y","Y","Y","N","N","Y","N","HB268","12/31/15","HB268E","02/09/16","HB268ER","03/01/16","HB268ER","03/03/16","CHAP0383","03/11/16","","","H7010","S5100","","G9999","CHAP0383","12/31/15","G9999"
"HB269","Invasion of privacy; civil action, damages, attorney fees and costs.","H142","Cole","H08","Left in Courts of Justice","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB269","12/31/15","","","","","","","","","","","H0894","","","","","12/31/15","H0894"
"HB270","Persons with disabilities; rights in public places, fraudulent representation of service dog.","H142","Cole","H08","Left in Courts of Justice","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB270","12/31/15","","","","","","","","","","","H0894","","","","","12/31/15","H0894"
"HB271","Parenting time; replaces 'visitation' in statutory language.","H2","Albo","H08","Continued to 2017 in Courts of Justice","02/03/16","","","","","","","","N","N","N","N","N","Y","N","N","HB271","12/31/15","","","","","","","","","","","H0840","","","","","12/31/15","H0840"
"HB272","Illegally obtained information; receipt and publication, penalty.","H2","Albo","H08","Left in Courts of Justice","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB272","12/31/15","","","","","","","","","","","H0894","","","","","12/31/15","H0894"
"HB273","Transfer of certain firearms; identification requirement.","H261","LaRock","H15","Stricken from docket by Militia, Police and Public Safety","01/29/16","","","","","","","","N","N","N","N","Y","N","N","N","HB273","12/31/15","","","","","","","","","","","H1593","","","","","12/31/15","H1593"
"HB274","Hampton Roads Transportation Fund; distribution of Fund.","H248","Yancey","H02","VOTE: BLOCK VOTE PASSAGE (98-Y 0-N)","02/02/16","S11","Incorporated by Transportation (HB1111-Villanueva) (13-Y 0-N)","02/24/16","","","","","N","Y","N","N","Y","N","N","N","HB274","12/31/15","","","","","","","","","","","H9999","S1199","","","","12/31/15","S1199"
"HB275","Hampton Roads Transportation Accountability Commission; composition.","H248","Yancey","H19","Left in Transportation","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB275","01/01/16","","","","","","","","","","","H1994","","","","","01/01/16","H1994"
"HB276","Hampton Roads Transportation Accountability Commission; administrative expenses.","H248","Yancey","H19","Left in Transportation","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB276","01/01/16","","","","","","","","","","","H1994","","","","","01/01/16","H1994"
"HB277","Heroin; manufacture, selling, etc., mandatory minimum sentence.","H283","Miyares","H08","Left in Courts of Justice","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB277","01/01/16","","","","","","","","","","","H0894","","","","","01/01/16","H0894"
"HB278","Prescription of opioids and benzodiazepines; urine drug screening.","H283","Miyares","H12","Left in Health, Welfare and Institutions","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB278","01/01/16","","","","","","","","","","","H1294","","","","","01/01/16","H1294"
"HB279","Career and technical education; three-year licenses.","H115","Byron","H09","Enrolled Bill communicated to Governor on 3/7/2016","03/07/16","S04","Signed by President","03/06/16","","","Approved by Governor-Chapter 651 (effective 7/1/16)","04/01/16","N","Y","Y","Y","N","N","Y","N","HB279","01/01/16","HB279H1","02/01/16","HB279S1","02/25/16","HB279ER","03/03/16","","","","","H7010","S5620","","G7050","","01/01/16","G7050"
"HB280","Site plans; submission for approval by local planning commission, Freedom of Information Act.","H57","Marshall, R.G.","H11","Left in General Laws","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB280","01/01/16","","","","","","","","","","","H1194","","","","","01/01/16","H1194"
"HB281","FOIA; exclusion pursuant to nondisclosure agreement, building permits.","H57","Marshall, R.G.","H11","Left in General Laws","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB281","01/01/16","","","","","","","","","","","H1194","","","","","01/01/16","H1194"
"HB282","FOIA; exclusion pursuant to nondisclosure agreement.","H57","Marshall, R.G.","H11","Left in General Laws","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB282","01/01/16","","","","","","","","","","","H1194","","","","","01/01/16","H1194"
"HB283","Electrical transmission line siting; hearing requested by locality.","H240","Minchew","H14","Enrolled Bill communicated to Governor on 3/4/16","03/04/16","S02","Signed by President","03/03/16","","","Acts of Assembly Chapter text (CHAP0276)","03/07/16","N","Y","Y","Y","N","N","Y","N","HB283","01/01/16","HB283ER","02/29/16","CHAP0276","03/07/16","","","","","","","H7010","S5620","","G9998","CHAP0276","01/01/16","G9998"
"HB284","Controlled substances; manufacturing, etc., resulting in overdose.","H277","Collins","H08","Left in Courts of Justice","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB284","01/01/16","","","","","","","","","","","H0894","","","","","01/01/16","H0894"
"HB285","Oyster grounds; dredging projects in waters of Lynnhaven River.","H225","Stolle","H01","Left in Agriculture, Chesapeake and Natural Resources","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB285","01/02/16","","","","","","","","","","","H0194","","","","","01/02/16","H0194"
"HB286","Legal notices; advertisement by locality.","H237","Head","H07","Continued to 2017 in Counties, Cities and Towns","01/29/16","","","","","","","","N","N","N","N","N","Y","N","N","HB286","01/04/16","","","","","","","","","","","H0740","","","","","01/04/16","H0740"
"HB287","Mediation; fee paid to mediators appointed in certain cases.","H232","Habeeb","H02","Enrolled Bill communicated to Governor on 3/9/2016","03/09/16","S05","Signed by President","03/09/16","","","Approved by Governor-Chapter 507 (effective 7/1/16)","03/25/16","N","Y","Y","Y","N","N","Y","N","HB287","01/04/16","HB287E","02/15/16","HB287ER","03/07/16","","","","","","","H7010","S5620","","G7050","","01/04/16","G7050"
"HB288","Disposable plastic shopping bags; local option to prohibit distribution.","H233","Helsel","H07","Left in Counties, Cities and Towns","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB288","01/04/16","","","","","","","","","","","H0794","","","","","01/04/16","H0794"
"HB289","Driving in flooded areas; localities may by ordinance prohibit, exception.","H233","Helsel","H19","Failed to pass in House","03/11/16","S11","Senate requested conference committee","02/26/16","","","","","N","Y","Y","N","Y","N","N","N","HB289","01/04/16","HB289E","02/08/16","HB289S1","02/17/16","","","","","","","H9525","S6010","","","","01/04/16","H9525"
"HB290","Prescription Monitoring Program; indicators of misuse, disclosure of information.","H208","Herring","H12","Left in Health, Welfare and Institutions","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB290","01/04/16","","","","","","","","","","","H1294","","","","","01/04/16","H1294"
"HB291","Financial exploitation of adults.","H208","Herring","H12","Left in Health, Welfare and Institutions","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB291","01/04/16","","","","","","","","","","","H1294","","","","","01/04/16","H1294"
"HB292","Voter registration; preregistration for persons age 16 or older.","H208","Herring","H18","Left in Privileges and Elections","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB292","01/04/16","","","","","","","","","","","H1894","","","","","01/04/16","H1894"
"HB293","Prescription Monitoring Program; requirements of prescribers of benzodiazepine or opiates.","H208","Herring","H12","Enrolled Bill communicated to Governor on 3/7/2016","03/07/16","S04","Signed by President","03/05/16","","","Acts of Assembly Chapter text reprinted (CHAP0406)","03/11/16","N","Y","Y","Y","N","N","Y","N","HB293","01/04/16","HB293H1","02/09/16","HB293ER","03/02/16","CHAP0406","03/11/16","","","","","H7010","S5620","","G9999","CHAP0406","01/04/16","G9999"
"HB294","Southwestern Virginia Training Center and Southeastern Virginia Training Center; closure prohibited.","H242","O'Quinn","H02","Left in Appropriations","02/18/16","","","","","","","","N","N","N","N","Y","N","N","N","HB294","01/04/16","","","","","","","","","","","H0294","","","","","01/04/16","H0294"
"HB295","School sports officials; penalty for battery against official.","H242","O'Quinn","H08","Left in Courts of Justice","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB295","01/04/16","","","","","","","","","","","H0894","","","","","01/04/16","H0894"
"HB296","Eluding police; penalty.","H242","O'Quinn","H08","Left in Courts of Justice","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB296","01/04/16","","","","","","","","","","","H0894","","","","","01/04/16","H0894"
"HB297","Assisted living facility; definition, number of individuals receiving care.","H253","Austin","H12","Left in Health, Welfare and Institutions","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB297","01/04/16","","","","","","","","","","","H1294","","","","","01/04/16","H1294"
"HB298","Coal tax; limits aggregate amount of credits that may be allocated or claimed for employment, etc.","H56","Kilgore","H10","Enrolled Bill communicated to Governor on 3/7/2016","03/07/16","S05","Signed by President","03/06/16","","","Vetoed by Governor","03/11/16","N","Y","Y","Y","N","N","N","Y","HB298","01/04/16","HB298S1","03/01/16","HB298ER","03/03/16","","","","","","","H7010","S5620","","G7900","","01/04/16","G7900"
"HB299","Virginia Law Officers&apos; Retirement System; conservation officers.","H56","Kilgore","H02","Left in Appropriations","02/18/16","","","","","","","","N","N","N","N","Y","N","N","N","HB299","01/04/16","","","","","","","","","","","H0294","","","","","01/04/16","H0294"
"HB300","Virginia Fair Housing Law; unlawful discrimination, definition of sexual orientation, etc.","H264","Simon","H11","Left in General Laws","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB300","01/04/16","","","","","","","","","","","H1194","","","","","01/04/16","H1194"
"HB301","Officer-involved shootings; VSP shall include in annual Crime in Virginia report.","H208","Herring","H15","Enrolled Bill communicated to Governor on 3/4/16","03/04/16","S03","Signed by President","03/03/16","","","Acts of Assembly Chapter text (CHAP0333)","03/11/16","N","Y","Y","Y","N","N","Y","N","HB301","01/04/16","HB301H1","02/05/16","HB301ER","02/29/16","CHAP0333","03/11/16","","","","","H7010","S5620","","G9998","CHAP0333","01/04/16","G9998"
"HB302","Elephants; prohibits use of devices for training, etc., that inflict pain or cause physical injury.","H266","Rasoul","H01","Left in Agriculture, Chesapeake and Natural Resources","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB302","01/04/16","","","","","","","","","","","H0194","","","","","01/04/16","H0194"
"HB303","Virginia Interim Redistricting Commission; criteria for remedial redistricting plans.","H266","Rasoul","H18","Left in Privileges and Elections","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB303","01/04/16","","","","","","","","","","","H1894","","","","","01/04/16","H1894"
"HB304","Home service contract providers; SCC authorized to deny an initial application based on its review.","H56","Kilgore","H14","Enrolled Bill communicated to Governor on 2/22/16","02/22/16","S02","Signed by President","02/22/16","","","Acts of Assembly Chapter text (CHAP0055)","02/29/16","Y","Y","Y","Y","N","N","Y","N","HB304","01/04/16","HB304H1","02/04/16","HB304ER","02/22/16","CHAP0055","02/29/16","","","","","H7010","S5620","","G9998","CHAP0055","01/04/16","G9998"
"HB305","License plates, special; prohibits DMV from issuing certain plates to registered sex offenders.","H264","Simon","H19","Left in Transportation","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB305","01/04/16","","","","","","","","","","","H1994","","","","","01/04/16","H1994"
"HB306","School buses; display of advertising material on sides and rear.","H242","O'Quinn","H09","Left in Education","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB306","01/04/16","","","","","","","","","","","H0994","","","","","01/04/16","H0994"
"HB307","Insurance companies; clarifies and updates provisions regarding notices to applicants, etc.","H115","Byron","H14","Enrolled Bill communicated to Governor on 3/9/2016","03/09/16","S02","Signed by President","03/09/16","","","Approved by Governor-Chapter 558 (effective 1/1/17)","03/29/16","N","Y","Y","Y","N","N","Y","N","HB307","01/04/16","HB307ER","03/07/16","","","","","","","","","H7010","S5620","","G7050","","01/04/16","G7050"
"HB308","Virginia Freedom of Information Act; use of government email accounts required.","H241","Morris","H11","Left in General Laws","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB308","01/04/16","","","","","","","","","","","H1194","","","","","01/04/16","H1194"
"HB309","School boards, local; licensed behavior analysts and assistant, support services positions.","H218","Greason","H02","Left in Appropriations","02/18/16","","","","","","","","N","N","N","N","Y","N","N","N","HB309","01/04/16","","","","","","","","","","","H0294","","","","","01/04/16","H0294"
"HB310","Mobile dental clinics; exemption from registration requirements.","H73","Orrock","H12","Enrolled Bill communicated to Governor on 2/25/16","02/25/16","S04","Signed by President","02/25/16","","","Acts of Assembly Chapter text (CHAP0078)","03/01/16","N","Y","Y","Y","N","N","Y","N","HB310","01/05/16","HB310H1","01/21/16","HB310ER","02/24/16","CHAP0078","03/01/16","","","","","H7010","S5620","","G9998","CHAP0078","01/05/16","G9998"
"HB311","Emergency medical services providers; interstate agreements.","H73","Orrock","H12","Enrolled Bill communicated to Governor on 2/25/16","02/25/16","S04","Signed by President","02/25/16","","","Acts of Assembly Chapter text (CHAP0079)","03/01/16","Y","Y","Y","Y","N","N","Y","N","HB311","01/05/16","HB311ER","02/24/16","CHAP0079","03/01/16","","","","","","","H7010","S5620","","G9998","CHAP0079","01/05/16","G9998"
"HB312","SHHR; increase sharing of electronic health records, report.","H73","Orrock","H12","Enrolled Bill communicated to Governor on 2/25/16","02/25/16","S04","Signed by President","02/25/16","","","Acts of Assembly Chapter text (CHAP0080)","03/01/16","Y","Y","Y","Y","N","N","Y","N","HB312","01/05/16","HB312H1","01/21/16","HB312ER","02/24/16","CHAP0080","03/01/16","","","","","H7010","S5620","","G9998","CHAP0080","01/05/16","G9998"
"HB313","Immunizations; adds type of health professionals who may administer.","H73","Orrock","H12","Enrolled Bill communicated to Governor on 2/25/16","02/25/16","S04","Signed by President","02/25/16","","","Acts of Assembly Chapter text (CHAP0081)","03/01/16","N","Y","Y","Y","N","N","Y","N","HB313","01/05/16","HB313E","01/26/16","HB313ER","02/24/16","CHAP0081","03/01/16","","","","","H7010","S5620","","G9998","CHAP0081","01/05/16","G9998"
"HB314","Drugs; administration by certain school employees.","H73","Orrock","H12","Enrolled Bill communicated to Governor on 2/25/16","02/25/16","S04","Signed by President","02/25/16","","","Acts of Assembly Chapter text (CHAP0144)","03/01/16","N","Y","Y","Y","N","N","Y","N","HB314","01/05/16","HB314H1","01/21/16","HB314ER","02/24/16","CHAP0144","03/01/16","","","","","H7010","S5620","","G9998","CHAP0144","01/05/16","G9998"
"HB315","Conservation police officers; certain officers of Department of Game and Inland Fisheries.","H73","Orrock","H01","Enrolled Bill communicated to Governor on 2/19/16","02/19/16","S05","Signed by President","02/19/16","","","Acts of Assembly Chapter text (CHAP0041)","02/26/16","N","Y","Y","Y","N","N","Y","N","HB315","01/05/16","HB315H1","01/27/16","HB315ER","02/19/16","CHAP0041","02/26/16","","","","","H7010","S5620","","G9998","CHAP0041","01/05/16","G9998"
"HB316","Income tax, state; subtraction for military veterans with a service-connected, permanent disability.","H283","Miyares","H10","Left in Finance","02/17/16","","","","","","","","N","N","N","N","Y","N","N","N","HB316","01/05/16","","","","","","","","","","","H1094","","","","","01/05/16","H1094"
"HB317","Hunter education courses; Board of GIF to provide incentives for completing safety course.","H148","Lingamfelter","H01","Enrolled Bill communicated to Governor on 02/25/16","02/25/16","S01","Signed by President","02/25/16","","","Acts of Assembly Chapter text (CHAP0123)","03/01/16","N","Y","Y","Y","N","N","Y","N","HB317","01/05/16","HB317E","02/05/16","HB317ER","02/24/16","CHAP0123","03/01/16","","","","","H7010","S5620","","G9998","CHAP0123","01/05/16","G9998"
"HB318","Nutrient management plans; phosphorous standards, regulations.","H148","Lingamfelter","H01","Stricken from docket by Agriculture, Chesapeake and Natural Resources","01/27/16","","","","","","","","N","N","N","N","Y","N","N","N","HB318","01/05/16","","","","","","","","","","","H0193","","","","","01/05/16","H0193"
"HB319","Health regulatory boards; continuing education for certain individuals.","H266","Rasoul","H12","Enrolled Bill communicated to Governor on 2/25/16","02/25/16","S04","Signed by President","02/25/16","","","Acts of Assembly Chapter text (CHAP0082)","03/01/16","N","Y","Y","Y","N","N","Y","N","HB319","01/05/16","HB319H1","01/28/16","HB319ER","02/24/16","CHAP0082","03/01/16","","","","","H7010","S5620","","G9998","CHAP0082","01/05/16","G9998"
"HB320","Port-related tax credits; sunset extension.","H206","Knight","H10","Left in Finance","02/17/16","","","","","","","","N","N","N","N","Y","N","N","N","HB320","01/05/16","","","","","","","","","","","H1094","","","","","01/05/16","H1094"
"HB321","Virginia Economic Development  Partnership Authority; powers, employment of attorneys.","H206","Knight","H11","Enrolled Bill communicated to Governor on 2/19/16","02/19/16","S12","Signed by President","02/19/16","","","Acts of Assembly Chapter text (CHAP0032)","02/26/16","N","Y","Y","Y","N","N","Y","N","HB321","01/05/16","HB321ER","02/18/16","CHAP0032","02/26/16","","","","","","","H7010","S5620","","G9998","CHAP0032","01/05/16","G9998"
"HB322","Alcoholic beverage control; summary suspension of license in emergency circumstances.","H206","Knight","H11","Enrolled Bill communicated to Governor on 2/19/16","02/19/16","S09","Signed by President","02/19/16","","","Acts of Assembly Chapter text (CHAP0042)","02/26/16","N","Y","Y","Y","N","N","Y","N","HB322","01/05/16","HB322H1","01/26/16","HB322S1","02/12/16","HB322ER","02/19/16","CHAP0042","02/26/16","","","H7010","S5620","","G9998","CHAP0042","01/05/16","G9998"
"HB323","Alcoholic beverage control; purchase and sale of products.","H206","Knight","H11","Enrolled Bill communicated to Governor on 2/18/16","02/18/16","S09","Signed by President","02/18/16","","","Acts of Assembly Chapter text (CHAP0021)","02/25/16","N","Y","Y","Y","N","N","Y","N","HB323","01/05/16","HB323H1","01/28/16","HB323ER","02/17/16","CHAP0021","02/25/16","","","","","H7010","S5620","","G9998","CHAP0021","01/05/16","G9998"
"HB324","Insurance rates; authority of an insurer to limit decreases.","H56","Kilgore","H14","Enrolled Bill communicated to Governor on 3/4/16","03/04/16","S02","Signed by President","03/03/16","","","Acts of Assembly Chapter text (CHAP0277)","03/07/16","N","Y","Y","Y","N","N","Y","N","HB324","01/05/16","HB324H1","01/21/16","HB324ER","02/29/16","CHAP0277","03/07/16","","","","","H7010","S5620","","G9998","CHAP0277","01/05/16","G9998"
"HB325","Veterinarians; practice of medicine.","H73","Orrock","H12","Enrolled Bill communicated to Governor on 3/7/2016","03/07/16","S04","Signed by President","03/05/16","","","Approved by Governor-Chapter 479 (effective 7/1/16)","03/25/16","N","Y","Y","Y","N","N","Y","N","HB325","01/05/16","HB325ER","03/02/16","","","","","","","","","H7010","S5620","","G7050","","01/05/16","G7050"
"HB326","Electronic communication service or remote computing service records; obtaining records.","H2","Albo","H08","Enrolled Bill communicated to Governor on 3/8/2016","03/08/16","S03","Signed by President","03/07/16","","","Approved by Governor-Chapter 616 (effective 7/1/16)","04/01/16","N","Y","Y","Y","N","N","Y","N","HB326","01/05/16","HB326H1","02/03/16","HB326ER","03/04/16","","","","","","","H7010","S5620","","G7050","","01/05/16","G7050"
